artist,auction_house,auction_result,date_sold,dating,img available,inscribed,kind,lot_number,price_estimated,signed,size,stamped,title,with_premium
" 
        Roger Ackling (1947-) England",Rusterholtz Galerie und Auktionen - Switzerland: Basel,"1,100 SEK",11-20-2004,N/A,n,No,Painting on paper,5,"1,200 - 1,400 SEK",Yes,14.37 x 21.85 in (36.50 x 55.50 cm),No,The Coming Forth from Night,No
" 
        Alfred Ackrill (1907-1988) ","Capes Dunn Auctioneers - United Kingdom: Lancashire, Manchester",130 GBP,10-15-2013,N/A,y,No,Oil painting,1,150 - 250 GBP,No,11.20 x 15.00 in (28.45 x 38.10 cm),No,A seaport with shipping,No
" 
        Alfred Ackrill (1907-1988) ","Capes Dunn Auctioneers - United Kingdom: Lancashire, Manchester",Unsold,07-16-2013,N/A,y,No,Oil ,1,350 - 500 GBP,No,11.26 x 14.96 in (28.60 x 38.00 cm),No,A seaport with shipping,No
" 
        Alfred Ackrill (1907-1988) ",Bonhams - United Kingdom: Chester,"1,400 GBP",12-08-2005,N/A,y,Yes,Oil acryllic on board,350,N/A,Yes,20.28 x 24.41 in (51.51 x 62.00 cm),No,&#39;Barrow Boys&#39;,No
" 
        Alfred Ackrill (1907-1988) ",Bonhams - United Kingdom: Chester,"1,100 GBP",12-08-2005,N/A,y,Yes,Oil acryllic on board,351,N/A,Yes,24.61 x 19.49 in (62.51 x 49.50 cm),No,&#39;Mr Southern&#39;,No
" 
        Alfred Ackrill (1907-1988) ",Bonhams - United Kingdom: Chester,"1,050 GBP",12-08-2005,N/A,y,Yes,Oil acryllic on board,352,N/A,Yes,11.42 x 15.35 in (29.01 x 38.99 cm),No,&#39;Rhyl beach scene&#39;,No
" 
        Alfred Ackrill (1907-1988) ",Bonhams - United Kingdom: Chester,820 GBP,12-08-2005,N/A,y,No,Oil acryllic on board,353,N/A,Yes,14.37 x 18.50 in (36.50 x 46.99 cm),No,&#39;Back of Daisy Nook Fair&#39;,No
" 
        Alfred Ackrill (1907-1988) ",Bonhams - United Kingdom: Chester,740 GBP,12-08-2005,N/A,y,Yes,Oil on board,354,N/A,Yes,14.37 x 18.50 in (36.50 x 46.99 cm),No,"&#39;&#39;Sunlight on Rooftops, Oldham Edge&#39;",No
" 
        Norman Ackroyd (1938-) England",Mallams - United Kingdom: Oxford,600 GBP,05-13-2015,1961,y,No,Etching aquatint,460,N/A,Yes,17.52 x 23.23 in (44.50 x 59.00 cm),No,East India Dock,No
" 
        Norman Ackroyd (1938-) England",Mallams - United Kingdom: Oxford,170 GBP,05-13-2015,1981,y,No,Etching ,472,N/A,Yes,4.13 x 4.72 in (10.49 x 11.99 cm),No,Wasdale Screes,No
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",60 USD,03-21-2015,1976,y,No,Aquatint ,407,100 - 200 USD,Yes,7.75 x 7.00 in (19.68 x 17.78 cm),No,Loch,No
" 
        Norman Ackroyd (1938-) England",Lacy Scott & Knight - United Kingdom: Suffolk,320 GBP,03-13-2015,N/A,y,No,Aquatint ,196,200 - 300 GBP,Yes,14.96 x 23.82 in (38.00 x 60.50 cm),No,"January sunrise, Ludlow-Dinham Weir",No
" 
        Norman Ackroyd (1938-) England",Lawrences Auctioneers of Crewkerne - United Kingdom: Somerset,170 GBP,01-16-2015,N/A,y,No,Aquatint and etching,1801,100 - 150 GBP,No,5.91 x 7.87 in (15.01 x 19.99 cm),No,RING OF BRODGAR (ORKNEY),No
" 
        Norman Ackroyd (1938-) England",Lawrences Auctioneers of Crewkerne - United Kingdom: Somerset,400 GBP,01-16-2015,N/A,y,No,Aquatint and etching,1802,100 - 150 GBP,No,19.69 x 17.91 in (50.01 x 45.49 cm),No,MILLBANK (BLACK VERSION),No
" 
        Norman Ackroyd (1938-) England",Sothebys - United Kingdom: London,750 GBP,11-19-2014,N/A,n,No,Embossing with acquatint on Somerset wove paper,67,100 - 150 GBP,Yes,4.33 x 6.30 in (11.00 x 16.00 cm),No,IT WAS SEVEN O&#39;CLOCK WHEN WE GOT INTO OUR BOAT,Yes
" 
        Norman Ackroyd (1938-) England",Rosebery´s - United Kingdom: London,100 GBP,11-11-2014,N/A,n,No,Aquatint ,602,N/A,Yes,10.04 x 8.27 in (25.50 x 21.01 cm),No,"Lakeside, Winter",No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,Unsold,10-29-2014,1982,y,No,Etching with aquatint,1,N/A,Yes,9.65 x 10.83 in (24.51 x 27.51 cm),No,Jackson&#39;s Pond,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,240 GBP,10-29-2014,1971,y,No,Aquatint in colour,2,N/A,Yes,9.96 x 7.95 in (25.30 x 20.19 cm),No,Second Little Rainbow,No
" 
        Norman Ackroyd (1938-) England",Rosebery´s - United Kingdom: London,160 GBP,10-04-2014,N/A,n,No,Etching with aquatint,73,N/A,Yes,20.08 x 13.78 in (51.00 x 35.00 cm),No,The Dovecote at Chateau Palmer,No
" 
        Norman Ackroyd (1938-) England",Rosebery´s - United Kingdom: London,170 GBP,10-04-2014,N/A,n,No,Aquatint ,237,N/A,No,10.04 x 8.27 in (25.50 x 21.01 cm),No,"Lakeside, Winter",No
" 
        Norman Ackroyd (1938-) England",Lacy Scott & Knight - United Kingdom: Suffolk,180 GBP,09-12-2014,N/A,y,No,Aquatint ,197,120 - 180 GBP,Yes,13.78 x 18.90 in (35.00 x 48.01 cm),No,Loch Broom from Achiltibuie,No
" 
        Norman Ackroyd (1938-) England",Lacy Scott & Knight - United Kingdom: Suffolk,140 GBP,09-12-2014,N/A,y,No,Etching with aquatint,198,80 - 120 GBP,Yes,13.78 x 21.26 in (35.00 x 54.00 cm),No,Carp lake,No
" 
        Norman Ackroyd (1938-) England",Lacy Scott & Knight - United Kingdom: Suffolk,170 GBP,09-12-2014,N/A,y,No,Etching with aquatint,199,80 - 120 GBP,Yes,17.32 x 16.54 in (43.99 x 42.01 cm),No,Morning picture,No
" 
        Norman Ackroyd (1938-) England",Tennants Auctioneers - United Kingdom: North Yorkshire,200 GBP,08-30-2014,N/A,y,No,Etching ,1011,80 - 120 GBP,Yes,6.22 x 5.43 in (15.80 x 13.79 cm),No,Derwent Evening,No
" 
        Norman Ackroyd (1938-) England",Tennants Auctioneers - United Kingdom: North Yorkshire,400 GBP,08-30-2014,N/A,y,No,Etching ,1012,200 - 300 GBP,Yes,13.58 x 19.29 in (34.49 x 49.00 cm),No,Lock Broom from Achiltibuie,No
" 
        Norman Ackroyd (1938-) England",Lyon & Turnbull - United Kingdom: Edinburgh,275 GBP,08-14-2014,N/A,y,No,Etching ,134,250 - 350 GBP,Yes,10.24 x 14.17 in (26.01 x 35.99 cm),No,GLEANN MOR,Yes
" 
        Norman Ackroyd (1938-) England",Lyon & Turnbull - United Kingdom: Edinburgh,"1,063 GBP",08-14-2014,1974,y,No,Etching ,135,500 - 700 GBP,Yes,15.35 x 16.93 in (38.99 x 43.00 cm),No,PENTLAND FIRTH,Yes
" 
        Norman Ackroyd (1938-) England",Lyon & Turnbull - United Kingdom: Edinburgh,275 GBP,08-14-2014,N/A,y,No,Etching ,136,250 - 350 GBP,Yes,10.04 x 14.17 in (25.50 x 35.99 cm),No,SOAY AND THE CAMBIR,Yes
" 
        Norman Ackroyd (1938-) England","David Lay Frics - United Kingdom: Cornwall, Penzance",150 GBP,07-31-2014,N/A,y,No,Unknown ,424,100 - 200 GBP,Yes,24.41 x 29.92 in (62.00 x 76.00 cm),No,"Minster Lovell, Oxon",No
" 
        Norman Ackroyd (1938-) England",Bonhams - United Kingdom: Oxford,175 GBP,07-16-2014,N/A,n,No,Etching ,2,N/A,Yes,14.57 x 26.18 in (37.01 x 66.50 cm),No,Malignant Topography,Yes
" 
        Norman Ackroyd (1938-) England","Gardiner Houlgate - United Kingdom: Wiltshire, Corsham",80 GBP,06-26-2014,N/A,y,No,Etching ,653,100 - 200 GBP,No,7.00 x 10.00 in (17.78 x 25.40 cm),No,From Loughros Point to Donegal,No
" 
        Norman Ackroyd (1938-) England","Gardiner Houlgate - United Kingdom: Wiltshire, Corsham",120 GBP,06-26-2014,N/A,y,No,Etching ,660,80 - 120 GBP,Yes,7.00 x 8.50 in (17.78 x 21.59 cm),No,Cranmore Revisited,No
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",230 USD,06-14-2014,1970,y,No,Etching ink,362,150 - 250 USD,Yes,10.00 x 8.00 in (25.40 x 20.32 cm),No,Small Rainbow,No
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",130 USD,06-14-2014,N/A,y,No,Aquatint ,362a,60 - 120 USD,Yes,7.75 x 7.00 in (19.68 x 17.78 cm),No,Loch,No
" 
        Norman Ackroyd (1938-) England","Bonhams - United Kingdom: London, Knightsbridge","1,062 GBP",06-04-2014,N/A,n,No,Etching ,146,N/A,Yes,11.30 x 15.59 in (28.70 x 39.60 cm),No,High Islands,Yes
" 
        Norman Ackroyd (1938-) England",Mallams - United Kingdom: Oxford,150 GBP,05-21-2014,1972,y,No,Etching ,411,N/A,Yes,18.90 x 19.29 in (48.01 x 49.00 cm),No,Strathmore,No
" 
        Norman Ackroyd (1938-) England",Mallams - United Kingdom: Oxford,280 GBP,05-21-2014,1971,y,No,Etching ,412,N/A,Yes,8.66 x 7.48 in (22.00 x 19.00 cm),No,"East Coast Landscape, 1970 and Halifax",No
" 
        Norman Ackroyd (1938-) England","Bristol Auction Rooms - United Kingdom: Baynton Road, Bristol",200 GBP,05-01-2014,N/A,y,No,Etching printed in colours,59,N/A,No,16.73 x 19.69 in (42.49 x 50.01 cm),No,unknown,No
" 
        Norman Ackroyd (1938-) England",McTear´s - United Kingdom: Glasgow,130 GBP,03-09-2014,N/A,y,No,Etching ,1743,100 - 200 GBP,No,7.68 x 10.43 in (19.51 x 26.49 cm),No,"BALMORAL FOREST, LOCH MUICK",No
" 
        Norman Ackroyd (1938-) England",Tennants Auctioneers - United Kingdom: North Yorkshire,400 GBP,03-01-2014,N/A,y,No,Etching and aquatint,1009,200 - 300 GBP,Yes,14.57 x 26.18 in (37.01 x 66.50 cm),No,Malignant Topography,No
" 
        Norman Ackroyd (1938-) England",Tennants Auctioneers - United Kingdom: North Yorkshire,160 GBP,03-01-2014,1991,y,No,Etching ,1010,50 - 70 GBP,Yes,4.72 x 5.20 in (11.99 x 13.21 cm),No,"""Carp Lake (Ackroyd&#39;s Pond)""",No
" 
        Norman Ackroyd (1938-) England",Rosebery´s - United Kingdom: London,460 GBP,01-18-2014,N/A,n,No,Etching ,462,N/A,Yes,6.89 x 13.78 in (17.50 x 35.00 cm),No,Temple Benan,No
" 
        Norman Ackroyd (1938-) England",Gray&#39;s Auctioneers - The United States: Ohio,84 USD,10-29-2013,N/A,y,No,Etching ,77,80 - 120 USD,Yes,21.50 x 19.00 in (54.61 x 48.26 cm),No,A Colored Etching,No
" 
        Norman Ackroyd (1938-) England","Dominic Winter Book Auctions - United Kingdom: Swindon, Aberdeen City",200 GBP,10-02-2013,N/A,n,No,Etching ,124,100 - 150 GBP,No,13.46 x 21.46 in (34.19 x 54.51 cm),No,Spilling Cloud,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,190 GBP,07-31-2013,N/A,n,No,Etching ,207,100 - 150 GBP,Yes,16.14 x 16.54 in (41.00 x 42.01 cm),No,The Lime Avenue,No
" 
        Norman Ackroyd (1938-) England",Bonhams - United Kingdom: Chester,200 GBP,04-09-2013,N/A,y,Yes,Etching ,260,N/A,Yes,8.86 x 14.57 in (22.50 x 37.01 cm),No,From Malin Head - Tory Island,Yes
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",100 USD,03-23-2013,N/A,y,No,Etching and aquantint,634,80 - 150 USD,No,12.25 x 11.90 in (31.12 x 30.23 cm),No,Flowers At A Window,No
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",90 USD,03-23-2013,N/A,y,No,Aquatint ,635,50 - 100 USD,No,7.80 x 7.00 in (19.81 x 17.78 cm),No,Loch,No
" 
        Norman Ackroyd (1938-) England",Rosebery´s - United Kingdom: London,Unsold,03-19-2013,N/A,y,No,Etching in colours,881,N/A,No,12.40 x 19.09 in (31.50 x 48.49 cm),No,Moonlight Valley,No
" 
        Norman Ackroyd (1938-) England",Tennants Auctioneers - United Kingdom: North Yorkshire,950 GBP,03-15-2013,N/A,y,No,Engraving ,885,300 - 400 GBP,No,19.29 x 30.51 in (49.00 x 77.50 cm),No,The Three Sisters,No
" 
        Norman Ackroyd (1938-) England","Bonhams - United Kingdom: London, Knightsbridge","1,162 GBP",02-20-2013,1987,y,Yes,Etching with aquatint,81,N/A,Yes,5.71 x 6.85 in (14.50 x 17.40 cm),No,The Western Shore,Yes
" 
        Norman Ackroyd (1938-) England",Bellmans Auctioneers - United Kingdom: West Sussex,130 GBP,01-23-2013,1975,n,Yes,Etching with aquatint,441,150 - 250 GBP,Yes,13.78 x 20.47 in (35.00 x 51.99 cm),No,Chartres,No
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",Unsold,10-20-2012,1975,y,No,Aquatint and aquatint,588,60 - 120 USD,Yes,7.70 x 7.00 in (19.56 x 17.78 cm),No,Loch,No
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",50 USD,10-20-2012,1976,y,No,Aquatint ,589,60 - 120 USD,Yes,7.00 x 7.10 in (17.78 x 18.03 cm),No,Utah,No
" 
        Norman Ackroyd (1938-) England","Keys Fine Art Auctioneers - United Kingdom: Norwich, Norfolk",Unsold,09-07-2012,N/A,y,No,Print BLACK AND WHITE,267,N/A,No,10.00 x 10.00 in (25.40 x 25.40 cm),No,The Madonna and Child with the Infant St John,No
" 
        Norman Ackroyd (1938-) England","Dominic Winter Book Auctions - United Kingdom: Swindon, Aberdeen City",70 GBP,07-18-2012,N/A,n,No,"Etching with aquatint, framed and glazed",287,70 - 100 GBP,Yes,5.91 x 7.48 in (15.01 x 19.00 cm),No,Daybreak at Crockey Hill,No
" 
        Norman Ackroyd (1938-) England","Dominic Winter Book Auctions - United Kingdom: Swindon, Aberdeen City",320 GBP,07-18-2012,1990,n,No,"Etching with aquatint, framed and glazed",288,100 - 150 GBP,Yes,17.32 x 23.43 in (43.99 x 59.51 cm),No,St. Kilda - Stac Lee and Stac an Arnim,No
" 
        Norman Ackroyd (1938-) England","Bonhams - United Kingdom: London, Knightsbridge",600 GBP,05-16-2012,N/A,n,No,Etching and aquatint,145,N/A,Yes,17.13 x 23.03 in (43.51 x 58.50 cm),No,East India Dock,Yes
" 
        Norman Ackroyd (1938-) England","Keys Fine Art Auctioneers - United Kingdom: Norwich, Norfolk",Unsold,05-11-2012,N/A,y,No,Print ,302,N/A,No,10.00 x 10.00 in (25.40 x 25.40 cm),No,The Madonna and Child with the Infant St John,No
" 
        Norman Ackroyd (1938-) England","Dominic Winter Book Auctions - United Kingdom: Swindon, Aberdeen City",170 GBP,02-08-2012,N/A,y,No,Etching ,249,100 - 150 GBP,Yes,20.08 x 25.39 in (51.00 x 64.49 cm),No,Woolstone Down,Yes
" 
        Norman Ackroyd (1938-) England","Holloways Auctioneers - United Kingdom: Oxfordshire, Banbury",220 GBP,12-13-2011,N/A,y,No,Etching ,104,80 - 120 GBP,No,7.48 x 9.84 in (19.00 x 24.99 cm),No,Clearbury Ring from Old Sarum,No
" 
        Norman Ackroyd (1938-) England","Bonhams - United Kingdom: London, Knightsbridge",Unsold,09-21-2011,N/A,y,No,Etching ,116,300 - 500 GBP,Yes,19.69 x 25.51 in (50.01 x 64.80 cm),No,Jackson&#39;s Pond,No
" 
        Norman Ackroyd (1938-) England",Bonhams - United Kingdom: Chester,300 GBP,08-16-2011,1981,y,No,Pencil ,310,200 - 300 GBP,Yes,13.58 x 20.47 in (34.49 x 51.99 cm),No,&#39;Westmere Night&#39; and &#39;Swinbrook Meadows&#39;,Yes
" 
        Norman Ackroyd (1938-) England",Woolley and Wallis Salisbury Salerooms - United Kingdom: Wiltshire,800 GBP,06-15-2011,27-01-1996,y,No,Etching and aquatint,123,150 - 250 GBP,Yes,35.04 x 50.00 in (89.00 x 127.00 cm),No,Windermere on 27th January 1996,No
" 
        Norman Ackroyd (1938-) England",Woolley and Wallis Salisbury Salerooms - United Kingdom: Wiltshire,140 GBP,06-15-2011,N/A,y,No,Etching and aquatint,124,100 - 150 GBP,Yes,6.50 x 10.24 in (16.51 x 26.01 cm),No,"On Twyford Down, St Catherine&#39;s Hill, Winchester",No
" 
        Norman Ackroyd (1938-) England",Woolley and Wallis Salisbury Salerooms - United Kingdom: Wiltshire,140 GBP,06-15-2011,N/A,y,No,Etching and aquatint,125,100 - 150 GBP,Yes,7.87 x 10.63 in (19.99 x 27.00 cm),No,Windermere in winter,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,100 GBP,03-17-2011,N/A,y,No,Etching ,232,200 - 300 GBP,No,7.76 x 9.76 in (19.71 x 24.79 cm),No,Study for Chateau,No
" 
        Norman Ackroyd (1938-) England",Bonhams - United Kingdom: Oxford,240 GBP,03-16-2011,N/A,y,No,Aquatint etching,6,200 - 300 GBP,Yes,3.94 x 4.92 in (10.01 x 12.50 cm),No,Crockey Hill,Yes
" 
        Norman Ackroyd (1938-) England",Bonhams - United Kingdom: Oxford,216 GBP,03-16-2011,N/A,y,No,Aquatint ,21,200 - 300 GBP,No,8.07 x 11.61 in (20.50 x 29.49 cm),No,Portland Bill,Yes
" 
        Norman Ackroyd (1938-) England",Bonhams - United Kingdom: Oxford,432 GBP,03-16-2011,N/A,y,No,Watercolor and bodycolour,131,400 - 600 GBP,Yes,8.86 x 12.99 in (22.50 x 32.99 cm),No,Inishmaan - Dun Conchiar,Yes
" 
        Norman Ackroyd (1938-) England","Bonhams - United Kingdom: London, Knightsbridge",204 GBP,02-16-2011,N/A,y,Yes,Lithograph ,27,200 - 300 GBP,Yes,24.02 x 35.24 in (61.01 x 89.51 cm),No,"Croagh Patrick, Morning",Yes
" 
        Norman Ackroyd (1938-) England",McTear´s - United Kingdom: Glasgow,95 GBP,06-09-2010,2000,y,No,Etching ,103,100 - 200 GBP,Yes,31.69 x 47.05 in (80.49 x 119.51 cm),No,"Kilkieran Bay, Co Galway",No
" 
        Norman Ackroyd (1938-) England",Bonhams - United Kingdom: Edinbourg,216 GBP,04-22-2010,N/A,y,No,Aquatint etching,799,200 - 300 GBP,Yes,6.69 x 8.27 in (16.99 x 21.01 cm),No,Galway Bay,Yes
" 
        Norman Ackroyd (1938-) England",Bonhams - United Kingdom: Edinbourg,120 GBP,04-22-2010,N/A,y,No,Aquatint ,800,200 - 300 GBP,Yes,17.72 x 23.82 in (45.01 x 60.50 cm),No,"Rocks, Co Kerry",Yes
" 
        Norman Ackroyd (1938-) England",Woolley and Wallis Salisbury Salerooms - United Kingdom: Wiltshire,520 GBP,03-24-2010,N/A,y,No,Etching ,69,100 - 150 GBP,Yes,20.87 x 19.69 in (53.01 x 50.01 cm),No,Incidental Black,No
" 
        Norman Ackroyd (1938-) England",Rosebery´s - United Kingdom: London,500 GBP,03-09-2010,1963,y,No,Etching with aquatint,1063,N/A,Yes,17.13 x 23.03 in (43.51 x 58.50 cm),No,Black Landscape,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,Unsold,12-03-2009,N/A,y,No,Aquatint ,1,400 - 500 GBP,No,16.54 x 11.81 in (42.01 x 30.00 cm),No,a classical portrait,No
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",70 USD,10-01-2009,1975,y,No,Aquatint ,543,N/A,Yes,7.75 x 7.00 in (19.68 x 17.78 cm),No,Loch,No
" 
        Norman Ackroyd (1938-) England",Cheffins - United Kingdom: Cambridge,170 GBP,07-02-2009,N/A,y,No,Aquatint ,37,200 - 300 GBP,No,7.87 x 9.45 in (19.99 x 24.00 cm),No,Ludlow,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,260 GBP,06-25-2009,1994,y,No,Etching with aquatint,4,300 - 500 GBP,Yes,23.43 x 34.84 in (59.51 x 88.49 cm),No,Shropshire,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,Unsold,06-25-2009,1994-1995,y,No,"Etching with aquatint, 2 items",5,200 - 300 GBP,Yes,6.30 x 7.87 in (16.00 x 19.99 cm),No,The lake and isle,No
" 
        Norman Ackroyd (1938-) England",Gorringes - United Kingdom: Worthing,260 GBP,05-13-2009,2003,y,No,Etching ,1895,100 - 200 GBP,Yes,6.50 x 12.50 in (16.51 x 31.75 cm),No,"Silbudy Hill, Wiltshire",No
" 
        Norman Ackroyd (1938-) England","Bristol Auction Rooms - United Kingdom: Baynton Road, Bristol",115 GBP,04-02-2009,1973,n,No,Etching ,484,80 - 120 GBP,Yes,23.62 x 33.46 in (59.99 x 84.99 cm),No,Landscape,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,300 GBP,12-04-2008,1969,y,No,Etching and aquatint,1,200 - 300 GBP,Yes,9.84 x 21.65 in (24.99 x 54.99 cm),No,Classical landscape,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,170 GBP,12-04-2008,1969,y,No,Etching and aquatint,2,200 - 300 GBP,Yes,9.84 x 21.65 in (24.99 x 54.99 cm),No,Atrium,No
" 
        Norman Ackroyd (1938-) England","Rachel Davis Fine Arts - The United States: Ohio, Cleveland",110 USD,12-03-2008,1975,y,No,Aquatint ,480,N/A,Yes,7.75 x 7.00 in (19.68 x 17.78 cm),No,Loch,No
" 
        Norman Ackroyd (1938-) England","Aspire Auctions - The United States: Cleveland, Ohio",Unsold,11-20-2008,N/A,y,No,Aquatint coloured,241,250 - 350 USD,No,27.15 x 23.00 in (68.96 x 58.42 cm),No,Early Morning Rain,No
" 
        Norman Ackroyd (1938-) England",Tennants Auctioneers - United Kingdom: North Yorkshire,320 GBP,11-20-2008,N/A,y,No,Etching black and white,764,200 - 300 GBP,No,19.49 x 24.02 in (49.50 x 61.01 cm),No,"""St Mary&#39;s - Evening, Leeds""",No
" 
        Norman Ackroyd (1938-) England",Tennants Auctioneers - United Kingdom: North Yorkshire,"5,500 GBP",11-20-2008,1978,y,No,Oil on canvas,1021,"2,000 - 3,000 GBP",Yes,62.20 x 67.91 in (157.99 x 172.49 cm),No,"""Dwarfie Stane, Rackwick, Orkney""",No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,Unsold,11-13-2008,N/A,y,No,Watercolor on paper,189,500 - 700 GBP,Yes,10.04 x 11.02 in (25.50 x 27.99 cm),No,"Grey hillside, 1975",No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,500 GBP,09-18-2008,N/A,y,No,Etching ,2,300 - 500 GBP,Yes,18.50 x 22.83 in (46.99 x 57.99 cm),No,evening city,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,90 GBP,09-18-2008,N/A,y,No,Etching ,3,100 - 150 GBP,Yes,21.97 x 30.98 in (55.80 x 78.69 cm),No,moving through,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,Unsold,09-18-2008,N/A,y,No,Etching ,4,100 - 150 GBP,Yes,21.97 x 31.97 in (55.80 x 81.20 cm),No,necrotic field,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,Unsold,09-18-2008,N/A,n,No,Etching ,5,100 - 150 GBP,Yes,4.53 x 4.65 in (11.51 x 11.81 cm),No,black form,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,60 GBP,09-18-2008,N/A,y,No,Etching ,6,100 - 150 GBP,Yes,36.97 x 20.98 in (93.90 x 53.29 cm),No,landscape,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,130 GBP,09-18-2008,N/A,y,No,Etching ,7,100 - 150 GBP,Yes,21.97 x 31.97 in (55.80 x 81.20 cm),No,pink scene,No
" 
        Norman Ackroyd (1938-) England",Bloomsbury Auctions  - United Kingdom: London,Unsold,09-18-2008,N/A,n,No,Etching ,8,100 - 150 GBP,Yes,7.48 x 5.98 in (19.00 x 15.19 cm),No,square composition,No
" 
        Mary Ann Ackroyd (1800-1900) ",Bonhams - United Kingdom: Leeds,141 GBP,07-27-2004,N/A,n,No,Charcoal A pair ,169,100 - 150 GBP,No,23.03 x 16.93 in (58.50 x 43.00 cm),No,Portrait of a peasant woman; portrait of a peasant man,No
" 
        Winifred M. Ackroyd (-) ",Lots Road - United Kingdom: London,50 GBP,09-21-2014,N/A,n,No,Pencil ,258,80 - 120 GBP,No,6.69 x 10.43 in (16.99 x 26.49 cm),No,Child and doll,No
" 
        Winifred M. Ackroyd (-) ",Reeman Dansie - England: Colchester,80 GBP,04-24-2012,N/A,y,No,Pen and watercolour,1071,100 - 200 GBP,Yes,13.19 x 9.45 in (33.50 x 24.00 cm),No,Young boy fishing with a little girl upon a bridge,No
" 
        Henry Wentworth Dyke Acland (1815-1900) England",Bellmans Auctioneers - United Kingdom: West Sussex,80 GBP,11-03-2011,N/A,n,No,Watercolor and pen and ink,447,50 - 80 GBP,Yes,10.24 x 17.13 in (26.01 x 43.51 cm),No,Figures before an Eastern City,No
" 
        Henry Wentworth Dyke Acland (1815-1900) England",Bellmans Auctioneers - United Kingdom: West Sussex,Unsold,09-09-2011,N/A,y,No,Watercolor ,402,100 - 200 GBP,Yes,10.24 x 17.13 in (26.01 x 43.51 cm),No,Figures before an Eastern City,No
" 
        Henry Wentworth Dyke Acland (1815-1900) England",Mallams - United Kingdom: Oxford,160 GBP,03-12-2008,N/A,n,Yes,Watercolor ,81,N/A,No,8.75 x 19.00 in (22.22 x 48.26 cm),No,By Severn Sea,No
" 
        Henry Wentworth Dyke Acland (1815-1900) England",Mallams - United Kingdom: Oxford,100 GBP,12-19-2007,N/A,y,No,Watercolor ,250,N/A,No,6.00 x 9.50 in (15.24 x 24.13 cm),No,Elsinore,No
" 
        Henry Wentworth Dyke Acland (1815-1900) England","Moore Allen & Innocent - United Kingdom: Gloucestershire, Cirencester",100 GBP,10-26-2007,N/A,y,No,Watercolor ,192,N/A,No,8.66 x 19.39 in (22.00 x 49.25 cm),No,"""By Severn Sea"", extensive seascape",No
" 
        Henry Wentworth Dyke Acland (1815-1900) England","Christies - United Kingdom: London, South Kensington",180 GBP,06-30-2005,N/A,n,Yes,Ink watercolor and bodycolor,97,N/A,No,10.51 x 14.57 in (26.70 x 37.01 cm),No,Travellers by a Swiss glacier,No
" 
        Henry Wentworth Dyke Acland (1815-1900) England","Christies - United Kingdom: London, South Kensington",Unsold,03-23-2005,N/A,n,Yes,"Bodycolor black ink, watercolour",146,N/A,No,10.51 x 14.57 in (26.70 x 37.01 cm),No,Travellers by a Swiss glacier,No
" 
        Henry Wentworth Dyke Acland (1815-1900) England",James Adam Salerooms - Ireland: Dublin,"2,000 EUR",05-26-2004,1842,n,No,"Pen and ink and watercolour, a set of three, ",20,"2,000 - 3,000 EUR",Yes,10.51 x 13.74 in (26.70 x 34.90 cm),No,"The Upper Lake of Killarney; Cashel, Co. Tipperary; The Castle of Glenquin, Co. Limerick",No
